language,sentence,n,rand_edgelist,root
English,85,37,"[(32, 37), (29, 14), (27, 29), (17, 26), (6, 1), (18, 7), (27, 10), (8, 4), (36, 5), (10, 31), (37, 34), (9, 35), (2, 11), (16, 4), (10, 23), (20, 29), (21, 34), (28, 18), (7, 12), (10, 3), (11, 6), (37, 13), (15, 4), (26, 28), (36, 17), (25, 6), (29, 8), (22, 37), (29, 9), (24, 33), (13, 17), (26, 30), (6, 35), (28, 25), (32, 24), (5, 19)]",17
English,86,22,"[(3, 15), (7, 22), (9, 22), (17, 5), (2, 18), (12, 20), (18, 14), (17, 16), (13, 15), (13, 18), (19, 12), (1, 22), (1, 2), (15, 4), (11, 15), (10, 12), (6, 2), (19, 8), (8, 3), (13, 21), (16, 13)]",13
English,87,24,"[(16, 18), (7, 19), (4, 2), (16, 3), (9, 1), (12, 24), (8, 15), (2, 6), (24, 23), (15, 6), (11, 23), (5, 2), (6, 22), (13, 2), (7, 9), (18, 20), (15, 17), (16, 1), (16, 21), (5, 10), (24, 6), (12, 9), (5, 14)]",16
English,88,21,"[(5, 19), (11, 2), (5, 17), (4, 12), (21, 5), (1, 4), (18, 8), (3, 1), (3, 6), (20, 9), (15, 1), (18, 2), (6, 16), (19, 14), (9, 13), (7, 8), (20, 10), (12, 19), (11, 6), (13, 6)]",5
English,93,34,"[(12, 28), (8, 14), (13, 21), (23, 5), (1, 21), (25, 29), (10, 29), (22, 4), (32, 21), (22, 30), (28, 3), (34, 2), (25, 6), (21, 16), (31, 20), (19, 29), (20, 27), (31, 23), (26, 31), (13, 19), (26, 8), (17, 20), (27, 15), (11, 31), (24, 6), (20, 7), (34, 30), (28, 21), (28, 7), (21, 18), (5, 9), (4, 33), (22, 9)]",20
English,94,25,"[(24, 17), (22, 9), (17, 12), (25, 4), (14, 15), (7, 19), (11, 3), (10, 3), (4, 2), (16, 23), (1, 5), (1, 2), (15, 6), (16, 17), (4, 13), (7, 20), (8, 21), (23, 18), (1, 21), (7, 23), (20, 15), (22, 6), (8, 19), (8, 3)]",3
English,95,29,"[(22, 7), (6, 14), (28, 10), (16, 25), (26, 4), (3, 13), (7, 23), (22, 12), (27, 2), (11, 8), (19, 17), (29, 21), (11, 27), (21, 26), (14, 3), (20, 24), (28, 15), (13, 19), (19, 5), (12, 27), (1, 11), (19, 15), (27, 9), (29, 5), (18, 16), (27, 14), (20, 21), (14, 25)]",19
English,96,10,"[(3, 2), (1, 9), (7, 9), (5, 9), (3, 6), (8, 4), (4, 10), (4, 9), (4, 6)]",9
English,102,21,"[(14, 13), (9, 14), (15, 17), (18, 13), (9, 2), (4, 2), (6, 7), (11, 19), (20, 4), (1, 20), (3, 9), (16, 7), (5, 13), (7, 1), (12, 7), (11, 10), (11, 17), (7, 10), (13, 21), (8, 6)]",11
English,105,30,"[(14, 22), (22, 10), (6, 26), (16, 1), (5, 23), (4, 27), (30, 1), (20, 9), (22, 28), (19, 7), (13, 20), (11, 15), (1, 27), (16, 12), (29, 20), (17, 18), (27, 24), (13, 18), (11, 5), (23, 3), (14, 16), (19, 20), (26, 25), (26, 16), (23, 8), (21, 27), (19, 2), (7, 1), (23, 22)]",16
English,108,23,"[(1, 15), (20, 19), (20, 13), (6, 11), (13, 8), (20, 3), (22, 18), (10, 16), (2, 11), (5, 11), (22, 16), (17, 18), (21, 11), (3, 17), (20, 14), (9, 22), (7, 23), (8, 12), (15, 6), (4, 3), (7, 1), (15, 4)]",7
English,111,10,"[(7, 9), (2, 10), (5, 9), (5, 4), (1, 6), (1, 9), (4, 8), (7, 3), (5, 10)]",9
English,113,19,"[(13, 17), (11, 19), (12, 10), (4, 7), (6, 5), (10, 8), (10, 5), (9, 17), (2, 5), (10, 16), (5, 7), (19, 12), (14, 17), (19, 15), (7, 13), (13, 1), (5, 18), (3, 19)]",19
English,116,33,"[(8, 29), (32, 26), (17, 16), (22, 1), (24, 32), (12, 33), (31, 23), (32, 4), (15, 14), (31, 16), (28, 33), (27, 12), (21, 12), (25, 23), (32, 18), (19, 28), (12, 11), (19, 7), (14, 33), (27, 13), (3, 30), (1, 11), (6, 16), (5, 1), (3, 11), (17, 30), (32, 10), (11, 29), (4, 2), (21, 20), (9, 22), (4, 6)]",33
English,117,22,"[(11, 3), (14, 20), (18, 4), (8, 21), (16, 12), (21, 9), (6, 5), (4, 14), (19, 18), (9, 12), (2, 5), (15, 13), (1, 14), (21, 7), (12, 5), (14, 13), (22, 10), (17, 10), (10, 9), (5, 19), (3, 10)]",10
English,118,29,"[(9, 15), (27, 13), (13, 20), (19, 22), (4, 12), (16, 5), (18, 28), (25, 21), (22, 28), (2, 18), (6, 5), (28, 7), (3, 7), (11, 23), (15, 6), (20, 24), (22, 29), (1, 10), (21, 15), (5, 20), (14, 20), (26, 11), (10, 17), (22, 12), (5, 8), (25, 1), (11, 27), (14, 3)]",12
English,120,20,"[(14, 1), (15, 19), (5, 1), (14, 3), (3, 20), (8, 14), (20, 10), (11, 15), (6, 8), (15, 2), (13, 18), (5, 7), (16, 17), (9, 17), (20, 4), (5, 17), (6, 15), (12, 1), (8, 13)]",8
English,121,9,"[(9, 2), (8, 2), (8, 1), (4, 5), (6, 5), (5, 9), (5, 7), (2, 3)]",9
English,123,17,"[(3, 16), (9, 10), (15, 11), (13, 7), (5, 11), (7, 10), (8, 15), (15, 16), (17, 16), (5, 2), (3, 12), (6, 4), (13, 12), (3, 14), (1, 5), (6, 16)]",11
English,124,16,"[(6, 11), (9, 7), (3, 6), (10, 9), (6, 2), (16, 4), (2, 5), (3, 4), (11, 13), (5, 14), (8, 12), (6, 1), (9, 15), (16, 7), (6, 12)]",12
English,125,5,"[(4, 5), (3, 4), (2, 1), (3, 2)]",4
English,126,22,"[(7, 11), (9, 18), (19, 7), (12, 1), (3, 4), (11, 10), (20, 9), (3, 10), (7, 18), (14, 7), (11, 15), (5, 16), (9, 2), (6, 14), (21, 13), (13, 7), (17, 5), (11, 17), (5, 22), (6, 8), (3, 12)]",5
English,127,17,"[(10, 8), (2, 7), (16, 17), (12, 1), (15, 13), (4, 14), (4, 1), (8, 9), (4, 9), (5, 8), (17, 15), (15, 1), (15, 3), (11, 1), (7, 16), (6, 11)]",1
English,128,23,"[(7, 3), (23, 6), (16, 3), (5, 9), (6, 1), (8, 4), (18, 15), (14, 4), (23, 9), (16, 17), (14, 12), (23, 20), (12, 17), (10, 3), (9, 19), (14, 13), (12, 21), (14, 2), (22, 3), (23, 3), (19, 15), (23, 11)]",9
English,129,9,"[(3, 1), (1, 9), (2, 6), (8, 2), (5, 4), (1, 4), (1, 6), (9, 7)]",1
English,136,6,"[(3, 4), (5, 2), (5, 6), (1, 4), (3, 5)]",5
English,137,17,"[(5, 2), (10, 2), (3, 9), (4, 9), (14, 11), (8, 4), (11, 7), (13, 15), (10, 6), (15, 12), (14, 17), (3, 10), (1, 13), (10, 14), (9, 13), (9, 16)]",10
English,138,26,"[(16, 8), (20, 2), (20, 10), (8, 15), (22, 4), (9, 20), (15, 22), (19, 11), (5, 12), (24, 13), (6, 10), (23, 7), (15, 9), (5, 20), (18, 8), (1, 15), (19, 10), (7, 13), (17, 8), (24, 26), (19, 23), (14, 16), (20, 3), (26, 21), (25, 1)]",20
English,139,25,"[(7, 10), (20, 25), (12, 6), (17, 22), (19, 25), (15, 9), (15, 25), (24, 12), (16, 14), (23, 9), (2, 5), (25, 12), (25, 8), (16, 7), (1, 3), (5, 14), (11, 2), (22, 16), (12, 1), (24, 16), (21, 14), (25, 13), (18, 20), (18, 4)]",7
English,142,27,"[(2, 16), (24, 11), (26, 18), (12, 15), (27, 5), (22, 4), (9, 25), (15, 13), (19, 9), (25, 1), (27, 2), (1, 10), (23, 13), (22, 3), (23, 22), (20, 3), (11, 21), (7, 15), (17, 9), (26, 11), (14, 9), (19, 8), (19, 18), (19, 15), (4, 5), (6, 5)]",15
English,144,29,"[(27, 14), (20, 5), (8, 29), (1, 20), (28, 23), (28, 9), (6, 12), (29, 10), (9, 18), (17, 5), (3, 5), (26, 15), (4, 9), (4, 24), (2, 9), (6, 29), (4, 22), (27, 1), (15, 7), (6, 11), (4, 14), (9, 19), (12, 24), (3, 21), (26, 16), (29, 25), (7, 6), (5, 13)]",5
English,145,16,"[(13, 6), (3, 8), (1, 12), (3, 4), (5, 6), (13, 12), (14, 9), (9, 2), (4, 11), (10, 15), (4, 2), (12, 9), (7, 4), (15, 5), (14, 16)]",4
English,146,20,"[(5, 10), (8, 1), (15, 10), (10, 18), (8, 9), (2, 1), (2, 4), (17, 9), (15, 1), (6, 15), (14, 20), (20, 19), (10, 3), (11, 1), (13, 5), (15, 16), (8, 14), (12, 11), (7, 8)]",15
English,147,17,"[(16, 9), (7, 17), (16, 11), (3, 15), (6, 10), (1, 11), (14, 17), (5, 17), (2, 6), (4, 11), (15, 1), (13, 9), (1, 8), (16, 12), (17, 2), (6, 3)]",1
English,148,12,"[(5, 3), (12, 7), (4, 3), (10, 7), (3, 2), (9, 5), (1, 4), (1, 10), (8, 12), (10, 6), (11, 12)]",12
English,152,22,"[(18, 17), (22, 16), (1, 4), (6, 4), (20, 9), (8, 4), (12, 22), (20, 5), (15, 16), (9, 22), (2, 3), (2, 20), (22, 21), (13, 18), (2, 10), (2, 7), (2, 19), (20, 11), (5, 4), (14, 16), (17, 6)]",20
English,157,16,"[(16, 3), (1, 3), (11, 4), (13, 5), (11, 5), (13, 16), (8, 1), (13, 14), (4, 2), (5, 15), (6, 4), (6, 12), (11, 7), (16, 10), (9, 6)]",6
English,159,13,"[(3, 9), (5, 9), (6, 2), (2, 5), (5, 1), (7, 3), (8, 13), (9, 12), (5, 8), (4, 11), (10, 12), (4, 13)]",5
English,161,12,"[(1, 4), (1, 6), (10, 11), (2, 11), (5, 12), (11, 6), (6, 8), (9, 7), (7, 4), (3, 1), (8, 5)]",6
English,162,26,"[(15, 13), (25, 7), (1, 25), (1, 5), (15, 23), (23, 12), (8, 4), (10, 16), (4, 15), (10, 9), (4, 17), (21, 8), (2, 5), (19, 7), (14, 12), (3, 4), (26, 22), (2, 20), (18, 19), (24, 7), (15, 1), (16, 21), (26, 18), (11, 5), (6, 26)]",25
English,163,19,"[(7, 4), (6, 9), (18, 13), (2, 18), (11, 10), (14, 7), (11, 7), (12, 1), (17, 7), (17, 6), (8, 7), (10, 1), (3, 11), (19, 15), (14, 16), (11, 18), (16, 19), (13, 5)]",16
English,164,11,"[(5, 9), (10, 5), (8, 2), (7, 4), (10, 4), (7, 3), (4, 11), (8, 5), (3, 1), (6, 3)]",7
English,169,8,"[(5, 3), (1, 4), (6, 7), (8, 2), (3, 6), (2, 4), (7, 1)]",7
English,170,14,"[(9, 14), (7, 12), (11, 5), (9, 8), (3, 12), (9, 11), (7, 9), (4, 10), (6, 1), (13, 1), (2, 14), (5, 13), (14, 10)]",12
English,171,4,"[(2, 4), (1, 2), (2, 3)]",2
English,172,23,"[(2, 12), (7, 5), (15, 11), (10, 13), (13, 23), (11, 3), (3, 9), (4, 20), (17, 5), (6, 22), (15, 4), (6, 18), (20, 19), (19, 22), (3, 1), (17, 21), (12, 3), (19, 16), (23, 15), (8, 3), (10, 14), (8, 7)]",11
English,173,13,"[(13, 5), (12, 10), (1, 3), (6, 5), (11, 5), (4, 13), (8, 2), (2, 5), (7, 10), (5, 3), (4, 9), (1, 10)]",5
English,174,8,"[(2, 6), (3, 1), (1, 4), (5, 4), (5, 7), (5, 2), (8, 6)]",5
English,176,6,"[(2, 4), (6, 4), (2, 3), (4, 5), (1, 3)]",3
English,177,15,"[(6, 5), (3, 7), (5, 2), (7, 13), (11, 14), (8, 6), (15, 4), (5, 14), (5, 4), (12, 5), (1, 11), (10, 4), (9, 10), (8, 3)]",4
English,178,8,"[(8, 3), (5, 8), (4, 3), (6, 7), (5, 2), (5, 7), (8, 1)]",5
English,180,14,"[(7, 5), (3, 11), (14, 4), (2, 3), (2, 5), (9, 4), (13, 4), (6, 12), (5, 10), (1, 4), (12, 8), (8, 5), (5, 4)]",12
English,181,17,"[(4, 15), (13, 16), (10, 17), (2, 4), (7, 11), (11, 16), (6, 5), (6, 16), (8, 4), (9, 10), (10, 1), (12, 6), (9, 4), (8, 12), (3, 8), (9, 14)]",9
English,183,16,"[(15, 13), (8, 16), (9, 2), (8, 3), (1, 11), (12, 16), (9, 7), (1, 13), (5, 9), (10, 15), (12, 7), (14, 12), (1, 12), (14, 4), (6, 10)]",10
English,184,15,"[(13, 5), (12, 9), (8, 15), (5, 7), (8, 1), (12, 4), (14, 4), (2, 12), (10, 14), (14, 11), (14, 3), (6, 8), (13, 10), (15, 7)]",7
English,185,17,"[(7, 17), (9, 4), (8, 7), (12, 3), (14, 13), (5, 12), (16, 2), (7, 14), (5, 9), (15, 2), (11, 15), (10, 2), (9, 13), (6, 13), (1, 10), (5, 15)]",15
English,186,22,"[(16, 20), (21, 10), (1, 14), (5, 4), (11, 17), (19, 3), (2, 1), (11, 8), (2, 15), (9, 20), (14, 5), (22, 7), (13, 1), (6, 22), (12, 20), (16, 22), (18, 10), (1, 21), (18, 22), (3, 16), (12, 11)]",16
English,187,7,"[(1, 3), (5, 6), (2, 6), (4, 2), (1, 7), (7, 4)]",6
English,188,5,"[(4, 3), (5, 3), (4, 2), (4, 1)]",4
English,190,16,"[(16, 15), (5, 13), (3, 11), (6, 2), (16, 6), (5, 3), (4, 8), (11, 14), (1, 6), (8, 12), (14, 7), (12, 7), (9, 1), (9, 11), (10, 8)]",6
English,191,21,"[(21, 12), (5, 13), (15, 1), (10, 18), (5, 17), (5, 1), (20, 12), (15, 18), (14, 6), (7, 9), (2, 3), (9, 3), (5, 21), (16, 15), (4, 2), (21, 19), (11, 3), (8, 6), (8, 17), (12, 2)]",17
English,192,21,"[(6, 20), (1, 19), (7, 6), (12, 13), (14, 19), (19, 13), (18, 13), (15, 3), (9, 19), (5, 17), (14, 3), (21, 2), (8, 2), (9, 10), (11, 13), (18, 2), (16, 18), (2, 7), (4, 9), (17, 9)]",2
English,194,8,"[(4, 1), (3, 2), (8, 6), (6, 7), (5, 3), (4, 5), (6, 4)]",6
English,195,20,"[(16, 10), (2, 7), (11, 2), (18, 5), (18, 3), (14, 20), (12, 15), (6, 19), (17, 18), (6, 13), (3, 12), (7, 10), (10, 8), (19, 4), (18, 20), (18, 10), (7, 9), (19, 1), (1, 20)]",20
English,198,19,"[(1, 2), (3, 5), (10, 5), (15, 16), (17, 2), (11, 16), (12, 3), (3, 4), (4, 6), (9, 2), (9, 10), (8, 9), (15, 19), (6, 11), (6, 13), (7, 5), (18, 14), (6, 14)]",16
English,199,8,"[(4, 8), (7, 1), (1, 3), (6, 1), (2, 5), (3, 8), (7, 5)]",1
English,202,14,"[(2, 11), (3, 4), (4, 11), (3, 13), (6, 12), (7, 6), (11, 1), (14, 5), (7, 8), (4, 9), (10, 9), (6, 5), (6, 10)]",6
English,203,27,"[(17, 2), (22, 14), (4, 1), (13, 19), (2, 26), (12, 2), (23, 27), (21, 25), (18, 8), (3, 15), (9, 3), (12, 15), (7, 27), (21, 7), (23, 11), (13, 24), (10, 21), (7, 6), (5, 24), (25, 16), (22, 13), (1, 20), (8, 17), (15, 20), (14, 1), (23, 9)]",7
English,206,14,"[(5, 1), (11, 13), (14, 4), (12, 9), (13, 6), (4, 1), (9, 10), (3, 13), (9, 8), (6, 8), (7, 9), (1, 2), (14, 8)]",8
English,208,17,"[(12, 16), (5, 1), (2, 1), (13, 4), (14, 4), (11, 14), (11, 10), (8, 15), (7, 10), (11, 8), (14, 1), (8, 6), (14, 9), (16, 3), (17, 16), (3, 11)]",8
English,209,5,"[(2, 3), (1, 3), (5, 3), (3, 4)]",3
English,210,13,"[(4, 11), (10, 2), (8, 13), (7, 9), (2, 6), (11, 10), (13, 3), (7, 1), (12, 9), (1, 4), (13, 5), (10, 3)]",7
English,211,12,"[(5, 6), (4, 7), (11, 6), (4, 12), (3, 4), (10, 7), (8, 10), (11, 2), (4, 2), (9, 4), (7, 1)]",10
English,212,24,"[(13, 7), (22, 16), (6, 22), (23, 14), (3, 5), (18, 21), (21, 20), (12, 23), (2, 17), (10, 21), (23, 18), (14, 3), (21, 2), (18, 24), (17, 6), (16, 8), (3, 7), (15, 18), (1, 19), (16, 1), (19, 11), (9, 12), (4, 16)]",16
English,213,7,"[(1, 3), (6, 3), (4, 7), (5, 1), (2, 1), (7, 3)]",3
English,214,14,"[(11, 4), (2, 6), (14, 3), (7, 3), (10, 13), (9, 4), (8, 6), (14, 10), (2, 12), (9, 1), (2, 3), (1, 2), (3, 5)]",2
English,216,14,"[(2, 9), (1, 2), (9, 7), (6, 14), (2, 11), (3, 14), (4, 3), (6, 5), (12, 5), (3, 9), (8, 11), (13, 11), (10, 6)]",2
English,217,14,"[(3, 8), (7, 13), (8, 10), (8, 6), (6, 9), (1, 2), (6, 13), (5, 13), (12, 6), (13, 14), (4, 7), (11, 3), (5, 1)]",8
English,220,19,"[(13, 14), (14, 1), (11, 5), (7, 9), (19, 3), (8, 14), (18, 4), (2, 17), (19, 12), (3, 16), (5, 19), (18, 3), (3, 10), (8, 6), (15, 19), (2, 3), (6, 7), (3, 8)]",19
English,221,25,"[(7, 1), (11, 13), (3, 5), (13, 2), (22, 14), (5, 13), (25, 20), (22, 10), (17, 1), (16, 8), (21, 20), (6, 2), (20, 1), (3, 9), (10, 24), (19, 22), (6, 23), (20, 18), (16, 13), (7, 3), (19, 17), (25, 4), (15, 3), (12, 9)]",5
English,222,28,"[(9, 2), (6, 4), (21, 24), (2, 6), (11, 4), (27, 25), (17, 24), (17, 23), (19, 14), (2, 5), (24, 16), (15, 26), (27, 20), (20, 2), (8, 13), (7, 1), (21, 7), (14, 10), (12, 19), (22, 27), (3, 27), (1, 25), (4, 8), (28, 21), (18, 14), (23, 15), (9, 14)]",24
English,225,26,"[(25, 11), (13, 26), (19, 8), (5, 4), (16, 25), (10, 2), (12, 17), (13, 14), (5, 25), (13, 6), (8, 15), (15, 22), (9, 8), (23, 4), (8, 17), (15, 3), (1, 3), (2, 5), (10, 14), (5, 20), (18, 21), (21, 10), (7, 26), (22, 25), (24, 10)]",15
English,227,13,"[(3, 7), (12, 5), (5, 11), (7, 1), (2, 12), (3, 11), (9, 10), (6, 7), (9, 13), (5, 10), (8, 9), (4, 2)]",5
English,229,6,"[(5, 2), (4, 6), (1, 3), (5, 4), (3, 2)]",4
English,232,22,"[(3, 10), (8, 19), (2, 9), (13, 11), (10, 21), (4, 19), (9, 15), (22, 18), (20, 13), (5, 2), (4, 2), (2, 3), (1, 4), (22, 16), (12, 9), (18, 9), (6, 14), (2, 20), (17, 4), (8, 6), (19, 7)]",4
English,234,8,"[(5, 1), (5, 2), (7, 4), (8, 2), (3, 1), (8, 6), (1, 7)]",1
English,235,22,"[(2, 4), (16, 9), (3, 13), (22, 11), (3, 12), (4, 9), (1, 13), (7, 19), (15, 1), (4, 21), (5, 19), (3, 8), (15, 11), (19, 17), (16, 22), (3, 6), (21, 20), (18, 8), (10, 11), (20, 7), (13, 14)]",1
English,238,26,"[(12, 24), (19, 18), (7, 23), (8, 20), (10, 6), (16, 2), (12, 2), (17, 15), (6, 17), (21, 25), (13, 23), (19, 26), (21, 16), (23, 14), (22, 7), (20, 18), (6, 4), (2, 5), (1, 5), (9, 14), (13, 17), (6, 11), (3, 22), (4, 19), (23, 5)]",23
English,239,11,"[(7, 3), (6, 2), (6, 5), (3, 10), (4, 5), (8, 5), (11, 5), (4, 1), (6, 9), (1, 3)]",1
English,241,8,"[(6, 4), (8, 3), (4, 7), (7, 3), (4, 1), (5, 4), (1, 2)]",1
English,244,20,"[(14, 13), (9, 16), (3, 5), (18, 15), (13, 8), (16, 14), (12, 15), (4, 14), (18, 1), (2, 12), (13, 3), (17, 19), (12, 8), (17, 2), (12, 11), (13, 7), (20, 12), (10, 13), (13, 6)]",14
English,245,18,"[(13, 18), (11, 4), (17, 8), (9, 5), (15, 4), (7, 14), (18, 3), (9, 3), (4, 1), (6, 18), (16, 11), (7, 2), (16, 17), (6, 10), (1, 7), (14, 10), (12, 13)]",16
English,246,19,"[(12, 16), (5, 7), (9, 14), (8, 15), (7, 3), (11, 1), (6, 17), (2, 6), (4, 3), (19, 17), (18, 3), (9, 6), (12, 10), (1, 10), (11, 13), (15, 6), (14, 18), (3, 11)]",18
English,247,17,"[(10, 11), (17, 9), (4, 17), (2, 14), (3, 4), (15, 11), (1, 7), (3, 13), (6, 12), (1, 9), (14, 17), (11, 13), (11, 6), (12, 5), (8, 11), (9, 16)]",9
English,249,20,"[(13, 6), (14, 9), (10, 17), (2, 18), (11, 10), (6, 12), (18, 12), (19, 9), (8, 16), (2, 4), (6, 1), (18, 9), (12, 7), (12, 20), (13, 15), (14, 16), (14, 17), (3, 18), (5, 2)]",9
English,250,9,"[(9, 4), (5, 2), (2, 3), (6, 9), (7, 8), (8, 2), (4, 7), (4, 1)]",8
English,252,13,"[(13, 4), (9, 6), (2, 12), (3, 6), (4, 8), (12, 13), (11, 13), (2, 10), (7, 6), (1, 8), (5, 6), (7, 13)]",6
English,253,17,"[(17, 5), (12, 14), (7, 5), (13, 2), (15, 7), (10, 11), (11, 5), (5, 12), (7, 16), (3, 7), (7, 9), (7, 1), (16, 13), (9, 8), (6, 12), (4, 1)]",12
English,254,18,"[(15, 13), (13, 16), (8, 9), (6, 4), (9, 5), (13, 7), (16, 12), (4, 10), (10, 1), (4, 14), (9, 13), (11, 7), (17, 13), (9, 2), (3, 12), (18, 10), (5, 14)]",13
English,255,10,"[(8, 7), (5, 9), (3, 7), (10, 4), (9, 3), (6, 9), (1, 4), (10, 3), (2, 4)]",4
English,256,15,"[(10, 11), (10, 14), (3, 13), (8, 4), (13, 9), (11, 12), (4, 5), (1, 2), (2, 4), (6, 12), (2, 15), (10, 13), (8, 6), (12, 7)]",10
English,261,15,"[(3, 9), (9, 14), (14, 4), (11, 14), (2, 6), (5, 6), (1, 7), (4, 5), (5, 10), (15, 6), (13, 8), (12, 1), (7, 8), (7, 15)]",1
English,262,21,"[(17, 7), (5, 14), (1, 19), (10, 12), (3, 21), (3, 2), (18, 2), (17, 9), (2, 6), (2, 8), (5, 20), (1, 11), (1, 3), (15, 7), (5, 13), (6, 4), (5, 10), (9, 13), (12, 18), (16, 10)]",10
English,263,15,"[(13, 4), (8, 14), (1, 10), (13, 3), (6, 13), (7, 14), (7, 15), (8, 9), (6, 11), (5, 10), (12, 7), (2, 11), (5, 2), (11, 7)]",11
English,273,20,"[(3, 6), (10, 14), (14, 17), (7, 4), (13, 1), (10, 11), (14, 8), (18, 12), (13, 15), (18, 2), (12, 19), (9, 20), (6, 12), (9, 5), (15, 6), (16, 19), (4, 18), (14, 20), (11, 19)]",9
English,274,21,"[(10, 5), (1, 12), (17, 19), (16, 20), (8, 1), (17, 16), (8, 9), (18, 15), (14, 13), (21, 3), (6, 1), (21, 4), (2, 18), (2, 8), (10, 20), (10, 9), (7, 14), (3, 6), (7, 11), (10, 13)]",7
English,275,8,"[(6, 4), (8, 5), (7, 5), (6, 2), (7, 4), (6, 3), (2, 1)]",7
English,278,21,"[(16, 13), (12, 1), (16, 3), (18, 20), (21, 9), (9, 11), (4, 5), (1, 13), (3, 7), (12, 17), (5, 12), (19, 9), (8, 21), (11, 20), (6, 7), (19, 17), (16, 14), (7, 2), (15, 9), (12, 10)]",12
English,281,19,"[(6, 3), (1, 19), (7, 3), (4, 6), (12, 5), (5, 13), (18, 11), (14, 8), (19, 14), (14, 18), (14, 16), (2, 5), (19, 4), (17, 8), (3, 9), (2, 15), (10, 15), (2, 3)]",2
English,284,11,"[(2, 8), (9, 5), (7, 6), (3, 2), (8, 10), (4, 8), (10, 9), (8, 1), (11, 6), (1, 11)]",8
English,285,13,"[(13, 1), (11, 6), (2, 10), (7, 11), (5, 1), (1, 3), (13, 2), (10, 8), (6, 9), (12, 5), (4, 10), (11, 5)]",11
English,288,15,"[(10, 5), (5, 4), (11, 14), (3, 6), (12, 5), (12, 11), (7, 11), (6, 8), (2, 3), (10, 9), (8, 13), (1, 15), (10, 8), (15, 5)]",5
English,289,12,"[(11, 6), (8, 6), (1, 10), (1, 5), (2, 5), (3, 9), (6, 7), (4, 3), (10, 9), (7, 5), (3, 12)]",3
English,290,23,"[(3, 15), (22, 20), (22, 11), (9, 17), (15, 10), (6, 17), (8, 23), (13, 15), (7, 12), (15, 20), (12, 1), (19, 15), (1, 2), (23, 1), (21, 14), (13, 12), (18, 20), (18, 17), (4, 6), (1, 5), (9, 14), (12, 16)]",20
English,291,18,"[(4, 10), (3, 12), (2, 3), (9, 8), (15, 6), (7, 15), (11, 9), (14, 18), (14, 2), (16, 17), (13, 15), (14, 15), (15, 1), (8, 10), (5, 2), (12, 17), (1, 9)]",9
English,293,9,"[(7, 6), (6, 8), (1, 9), (3, 7), (2, 9), (5, 7), (1, 5), (7, 4)]",7
English,295,17,"[(10, 5), (5, 3), (4, 10), (13, 1), (13, 2), (11, 15), (13, 12), (9, 13), (17, 16), (12, 8), (16, 7), (6, 9), (9, 3), (15, 17), (9, 14), (13, 15)]",15
English,301,12,"[(7, 9), (8, 7), (11, 12), (4, 2), (6, 5), (4, 12), (8, 5), (1, 9), (3, 12), (7, 3), (5, 10)]",9
English,303,17,"[(3, 12), (8, 4), (4, 11), (13, 14), (6, 16), (14, 16), (5, 12), (17, 10), (2, 5), (1, 15), (1, 14), (3, 10), (9, 14), (4, 9), (3, 7), (9, 3)]",4
English,306,27,"[(9, 11), (26, 17), (8, 11), (14, 12), (16, 26), (6, 22), (7, 4), (10, 24), (20, 21), (3, 5), (10, 18), (1, 18), (24, 11), (12, 6), (27, 26), (4, 8), (25, 15), (13, 6), (14, 23), (27, 15), (16, 7), (19, 24), (5, 11), (20, 13), (22, 7), (1, 2)]",6
English,309,21,"[(18, 7), (11, 18), (4, 8), (14, 1), (20, 8), (6, 12), (21, 19), (12, 11), (13, 18), (5, 19), (14, 2), (18, 19), (8, 10), (8, 15), (9, 1), (6, 10), (13, 3), (16, 9), (9, 8), (9, 17)]",18
English,310,22,"[(19, 13), (1, 8), (6, 9), (4, 14), (10, 2), (9, 22), (19, 3), (6, 12), (21, 7), (19, 16), (18, 16), (20, 2), (20, 14), (21, 16), (16, 11), (7, 17), (1, 16), (19, 10), (12, 19), (15, 2), (2, 5)]",16
English,311,12,"[(6, 2), (2, 5), (7, 10), (2, 11), (12, 2), (5, 1), (10, 1), (3, 10), (4, 5), (7, 9), (8, 10)]",10
English,313,12,"[(12, 11), (10, 7), (12, 2), (8, 12), (1, 3), (8, 4), (5, 8), (3, 7), (6, 8), (2, 9), (11, 7)]",2
English,314,11,"[(10, 7), (3, 1), (2, 7), (3, 5), (2, 9), (8, 1), (4, 6), (9, 1), (2, 11), (4, 2)]",7
English,315,21,"[(14, 8), (9, 14), (9, 10), (7, 9), (14, 5), (19, 6), (2, 9), (16, 20), (21, 1), (17, 14), (15, 18), (12, 9), (13, 16), (3, 11), (2, 19), (4, 1), (19, 21), (19, 16), (18, 5), (18, 11)]",14
English,322,26,"[(10, 14), (20, 21), (19, 16), (18, 14), (12, 9), (10, 2), (25, 18), (20, 1), (15, 24), (7, 6), (16, 5), (13, 16), (6, 20), (15, 14), (17, 5), (12, 6), (8, 14), (17, 2), (7, 18), (24, 3), (23, 26), (6, 4), (20, 26), (24, 11), (14, 22)]",16
English,323,15,"[(10, 15), (11, 15), (1, 8), (10, 12), (9, 6), (4, 11), (2, 4), (13, 5), (5, 3), (2, 9), (5, 9), (12, 1), (1, 14), (7, 15)]",9
